Student ID,Name,Gender,University,Room Type,Budget,District,Location,Area,Pin,Near Rail Station,Near University,Near School,Near Roadside,Availability of Mess,Availability of Pen Guest,Room Information
731,Kabir Barman,Male,Sule Inc,Single,2300,Alipurduar,Pune,Kamdar Path,232660,No,No,Yes,No,No,Yes,Yes
355,Charvi Choudhary,Male,"Bansal, Acharya and Kant",Copper,2500,Bankura,Navi Mumbai,Dua Chowk,731810,No,No,No,No,No,Yes,Yes
846,Zain Zacharia,Female,Krishnan LLC,Double,2200,Birbhum,Bhilwara,Hans,840215,Yes,No,Yes,No,No,Yes,No
569,Yasmin Behl,Female,Bir PLC,Single,2000,Hooghly,Naihati,Dave Path,624412,No,Yes,No,Yes,Yes,No,Yes
843,Ela Suri,Female,"Deep, Divan and Kumar",Single,2200,Kolkata,Tenali,Sethi Road,293711,No,Yes,Yes,Yes,No,Yes,Yes
789,Saira Koshy,Female,"Jaggi, Toor and Subramanian",Copper,2000,Dakshin Dinajpur,Jehanabad,Subramaniam Nagar,505836,Yes,No,Yes,Yes,No,Yes,Yes
42,Rhea Rana,Male,Dixit-Subramanian,Double,2000,Purulia,Raipur,Kala,555531,No,No,Yes,No,No,Yes,No
995,Emir Manne,Female,"Rajagopalan, Dua and Raman",Copper,2100,Purba Bardhaman,Tadipatri,D’Alia Road,138839,Yes,Yes,No,No,No,Yes,Yes
834,Samarth Lal,Female,"Vora, Dass and Kadakia",Copper,2200,Howrah,Bharatpur,Mannan Nagar,795428,Yes,No,Yes,No,Yes,No,No
606,Shray Sen,Male,Chokshi-Ray,Single,2200,Howrah,Bally,Tandon Circle,658096,Yes,No,No,Yes,Yes,No,Yes
515,Oorja Gulati,Female,Kalita and Sons,Double,2000,Paschim Medinipur,Sri Ganganagar,Hari Nagar,191778,Yes,No,Yes,No,Yes,No,Yes
400,Tarini Kuruvilla,Male,"Ghose, D’Alia and Madan",Copper,2300,Howrah,Unnao,Kala Street,718983,No,Yes,Yes,Yes,No,Yes,No
834,Divyansh Kumar,Male,Khanna Inc,Copper,2200,Bankura,Tezpur,Saxena Zila,986944,Yes,No,Yes,No,Yes,No,No
802,Hunar Dutt,Male,Varghese LLC,Single,2200,Bankura,Dharmavaram,Sagar Zila,744918,Yes,No,No,Yes,No,Yes,Yes
291,Kabir Bhakta,Male,Sarma and Sons,Single,2100,Hooghly,Jaunpur,Ramesh Chowk,682994,No,Yes,No,Yes,Yes,No,No
819,Mishti Dixit,Male,"Mann, Dutta and Master",Double,2300,Kolkata,Rajahmundry,Ahuja Circle,136486,Yes,Yes,Yes,Yes,No,Yes,No
49,Suhana Sachar,Female,Loyal-Basak,Double,2000,Kolkata,Phusro,Gour Circle,994904,No,No,Yes,No,No,Yes,No
249,Jivika Shere,Male,"Kale, Chahal and Lal",Copper,2100,Birbhum,Bilaspur,Dutta Chowk,714105,Yes,Yes,No,Yes,No,Yes,No
801,Reyansh Gupta,Male,Krishnamurthy-Lala,Copper,2300,Bankura,Karimnagar,Kara Chowk,919048,No,No,No,No,Yes,No,No
821,Ivana Ratta,Male,"Goda, Dixit and Bansal",Double,2000,Cooch Behar,Nagaon,Dara Path,354308,No,Yes,No,Yes,No,Yes,Yes
180,Yashvi Sengupta,Male,Bhakta Inc,Single,2200,Cooch Behar,Jehanabad,Buch Marg,994813,No,Yes,No,Yes,Yes,No,No
443,Tarini Randhawa,Male,Dhingra Ltd,Single,2200,South 24 Parganas,Eluru,Rattan Nagar,495702,Yes,No,No,No,Yes,No,No
648,Priyansh Dar,Female,Sunder-Kade,Copper,2100,Kalimpong,Tinsukia,Chanda Road,358503,No,Yes,No,Yes,Yes,No,Yes
879,Kaira Tara,Female,"Dave, Sibal and Sandhu",Single,2000,Hooghly,Nandyal,Bobal Chowk,741697,Yes,No,No,Yes,No,Yes,Yes
41,Misha Agarwal,Male,Lal Group,Copper,2100,Birbhum,Udaipur,Ramakrishnan Road,191776,Yes,Yes,No,Yes,No,Yes,No
553,Kartik Hayre,Male,"Rajagopalan, Yogi and Kothari",Double,2300,Jalpaiguri,Ludhiana,Dutt,814342,No,No,Yes,No,Yes,No,Yes
337,Jiya Jhaveri,Female,"Dutta, Krishnan and Yohannan",Single,2200,South 24 Parganas,Ramagundam,Acharya Path,941181,Yes,No,No,Yes,No,Yes,No
794,Hrishita Dube,Female,Dhar-Master,Double,2200,Darjeeling,Mathura,Chaudhuri Path,393014,No,Yes,Yes,No,No,Yes,No
441,Samar Vohra,Male,"Ray, Behl and Ben",Copper,2500,Nadia,Parbhani,Raju Road,738821,No,Yes,Yes,Yes,Yes,No,Yes
414,Yashvi Zachariah,Female,Sahni-Soman,Copper,2000,Malda,Bidhannagar,Gulati Nagar,935014,No,No,Yes,Yes,Yes,No,Yes
496,Amira Rastogi,Male,Sarraf-Vig,Copper,2200,Hooghly,Amritsar,Thakkar Street,568001,Yes,No,Yes,Yes,No,Yes,No
882,Nehmat Dhaliwal,Female,Korpal Group,Copper,2500,Cooch Behar,Nangloi Jat,Mane Marg,338791,No,Yes,Yes,No,Yes,No,Yes
269,Lakshit Dave,Male,"Brahmbhatt, Butala and Wason",Double,2300,Bankura,Phagwara,Badal Circle,374254,No,No,Yes,Yes,Yes,No,No
301,Shamik Sheth,Female,"Tank, Rao and Baral",Copper,2100,North 24 Parganas,Ambarnath,Jaggi Zila,474407,Yes,Yes,Yes,Yes,Yes,No,Yes
609,Sara Ramaswamy,Male,"Boase, Seshadri and Tank",Copper,2000,South 24 Parganas,Nadiad,Brahmbhatt Chowk,617940,No,Yes,Yes,No,No,Yes,No
614,Dhruv Tank,Female,Srivastava-Saha,Double,2500,Purulia,Anand,Sathe Circle,110404,Yes,No,No,Yes,No,Yes,No
682,Yashvi Deo,Female,Ray Group,Copper,2100,Alipurduar,Rampur,Dutt Circle,12556,Yes,No,Yes,Yes,Yes,No,Yes
174,Nitara Deo,Female,Dave-Mallick,Single,2000,Purba Medinipur,Bathinda,Loke Nagar,690521,No,No,Yes,Yes,No,Yes,No
810,Drishya Raju,Female,Goda LLC,Double,2000,Kolkata,Machilipatnam,Sarraf Street,365001,Yes,No,Yes,Yes,Yes,No,Yes
755,Jivika Joshi,Female,Sem LLC,Double,2500,Alipurduar,Ramgarh,Kumar Road,715150,No,Yes,No,Yes,No,Yes,Yes
933,Shamik Dugal,Female,"Tripathi, Chhabra and Kulkarni",Double,2400,Jalpaiguri,Kota,Wali Zila,160570,Yes,No,Yes,Yes,Yes,No,Yes
908,Jivika Zacharia,Male,Sama PLC,Double,2200,Darjeeling,Bhagalpur,Rajan Zila,601993,Yes,Yes,No,Yes,No,Yes,Yes
266,Trisha Goswami,Male,Dugal-Baria,Single,2300,Malda,Haridwar,Brahmbhatt Ganj,319853,Yes,Yes,Yes,No,Yes,No,Yes
243,Mahika Wason,Female,"Soman, Hegde and Kari",Copper,2300,Cooch Behar,Tenali,Andra Circle,621850,Yes,Yes,Yes,Yes,No,Yes,Yes
755,Saira Choudhry,Male,Vohra LLC,Single,2000,Birbhum,Visakhapatnam,Ram Road,376612,No,No,No,No,Yes,No,No
775,Gatik Tailor,Female,Sharma PLC,Copper,2100,Dakshin Dinajpur,Bhatpara,Sura,580440,No,Yes,Yes,No,Yes,No,Yes
566,Zeeshan Shroff,Female,Lall and Sons,Copper,2100,South 24 Parganas,Bhopal,Gera Zila,234552,No,Yes,No,Yes,Yes,No,No
219,Hiran Choudhry,Female,"Chandran, Kadakia and Bhardwaj",Single,2300,Purulia,Jhansi,Uppal Chowk,630462,Yes,Yes,Yes,No,No,Yes,Yes
727,Vardaniya Sachar,Male,"Dara, Jaggi and Arora",Double,2500,Purba Bardhaman,Patna,Sunder,612223,Yes,No,No,Yes,Yes,No,Yes
498,Emir Lata,Female,Mallick-Subramaniam,Copper,2100,Hooghly,Chennai,Karan Road,682629,Yes,Yes,No,Yes,Yes,No,Yes
853,Zain Gera,Female,Jayaraman-Borah,Single,2200,Paschim Medinipur,Akola,Upadhyay Nagar,872294,Yes,No,No,No,Yes,No,Yes
673,Saanvi Kala,Female,Kannan-Kumar,Double,2400,Paschim Medinipur,Panvel,Vasa Street,350331,No,No,Yes,Yes,Yes,No,No
129,Vanya Khanna,Female,"Loyal, Batta and Cherian",Double,2200,Nadia,Bhavnagar,Shroff Path,186195,Yes,No,No,No,No,Yes,Yes
239,Yashvi Dhillon,Female,Mander-Goswami,Copper,2100,Cooch Behar,Kulti,Ghose Ganj,595945,No,No,Yes,Yes,No,Yes,No
175,Kanav D’Alia,Female,Kurian Inc,Double,2200,Darjeeling,New Delhi,Gour Ganj,985063,Yes,No,Yes,No,No,Yes,No
368,Mannat Randhawa,Female,Raju LLC,Double,2000,Alipurduar,Sasaram,Kala,784658,No,No,Yes,Yes,No,Yes,No
104,Gokul Char,Female,Mall-Wason,Single,2200,Jhargram,Bokaro,Srinivasan Marg,210762,Yes,Yes,No,No,Yes,No,No
178,Faiyaz Kadakia,Female,"Bhalla, Choudhry and Jha",Single,2000,Kolkata,Aurangabad,Jha Ganj,807470,Yes,No,Yes,Yes,Yes,No,No
451,Eshani Chand,Male,Ravi LLC,Copper,2300,Purulia,Sagar,Thakur Nagar,819188,Yes,No,Yes,Yes,Yes,No,No
342,Misha Garde,Male,"Kala, Goda and Dora",Double,2300,Nadia,Hyderabad,Doctor Ganj,914969,Yes,Yes,No,No,No,Yes,Yes
180,Azad Sangha,Female,Raju Inc,Double,2500,Uttar Dinajpur,Chittoor,Tiwari Zila,832766,No,No,No,No,No,Yes,Yes
420,Prerak Vig,Male,Sachdev LLC,Copper,2100,Paschim Bardhaman,Dibrugarh,Sandhu Marg,145390,No,Yes,Yes,No,Yes,No,Yes
236,Keya Sarma,Female,Dara-Tara,Single,2500,Jalpaiguri,Howrah,Varkey Street,975660,No,Yes,No,Yes,No,Yes,Yes
811,Ryan Kuruvilla,Male,Shere Inc,Copper,2200,Malda,Akola,Sachdev,113319,Yes,No,No,Yes,Yes,No,No
720,Nayantara Lata,Female,Sampath-Edwin,Double,2200,North 24 Parganas,Nangloi Jat,Raja Chowk,686928,Yes,No,No,Yes,No,Yes,No
238,Krish Barad,Male,Amble-Bakshi,Double,2100,Malda,Tenali,Kashyap Ganj,288908,No,Yes,Yes,No,Yes,No,No
243,Parinaaz Bhalla,Female,Bhatti Ltd,Single,2000,Purba Bardhaman,Bally,Ben Zila,669816,Yes,No,No,No,No,Yes,No
536,Amira Lata,Male,Iyer-Lad,Copper,2000,South 24 Parganas,Bihar Sharif,Koshy Ganj,7751,Yes,Yes,No,No,No,Yes,No
138,Indrans Johal,Male,"Sridhar, Jhaveri and Gokhale",Single,2100,Howrah,Tumkur,Majumdar,830025,No,No,Yes,Yes,Yes,No,Yes
342,Eshani Sarraf,Female,"Dani, Verma and Tara",Copper,2100,Kalimpong,Guwahati,Bhargava Chowk,948557,Yes,No,Yes,Yes,Yes,No,No
345,Vivaan Rajagopal,Female,Rajagopalan-Vig,Double,2000,Jalpaiguri,Vijayawada,Sane Street,413615,Yes,No,No,No,Yes,No,No
164,Eshani Sagar,Male,"Kibe, Chakrabarti and Ganguly",Copper,2300,Purulia,Vasai-Virar,Kanda Road,897689,No,No,No,Yes,Yes,No,Yes
934,Zara Dey,Female,"Chaudry, Butala and Sani",Double,2400,North 24 Parganas,Chandigarh,Shetty Road,485363,Yes,Yes,No,Yes,Yes,No,No
807,Ojas Sarraf,Male,Mall-Tandon,Single,2500,Darjeeling,Guntur,Sagar Ganj,837715,No,No,Yes,Yes,No,Yes,No
577,Manjari Chahal,Female,Shankar-Zacharia,Double,2100,Birbhum,Delhi,Deo Ganj,7501,No,No,No,Yes,Yes,No,No
252,Pari Tripathi,Female,Srinivasan PLC,Single,2400,Paschim Bardhaman,Phusro,Butala Chowk,319218,Yes,Yes,No,No,No,Yes,Yes
202,Vihaan Grewal,Female,"Bhasin, Ravi and Bhavsar",Copper,2400,Bankura,Phagwara,Kunda,258355,Yes,Yes,Yes,Yes,No,Yes,No
691,Kaira Madan,Male,Venkataraman-Singhal,Double,2300,Alipurduar,Ranchi,Bhakta Circle,301581,No,Yes,No,No,No,Yes,No
424,Ritvik Varty,Female,D’Alia-Deep,Copper,2300,Cooch Behar,Fatehpur,Chadha Ganj,321841,No,Yes,Yes,No,No,Yes,Yes
167,Inaaya  Rama,Female,Ramanathan and Sons,Double,2000,South 24 Parganas,Mehsana,Thaker,722707,No,Yes,Yes,Yes,No,Yes,No
856,Miraan Chaudry,Female,Sahota-Sibal,Double,2200,South 24 Parganas,Bhatpara,Bansal Ganj,248484,Yes,No,Yes,Yes,No,Yes,Yes
49,Mannat Sachdeva,Male,Sarna-Sarma,Single,2100,Uttar Dinajpur,Chennai,Setty Ganj,820644,Yes,No,No,Yes,Yes,No,Yes
427,Eshani Bahri,Male,Sangha-Handa,Double,2200,Malda,Serampore,Date Street,286562,Yes,Yes,No,Yes,No,Yes,Yes
287,Reyansh Sarin,Male,Maharaj-Guha,Double,2400,South 24 Parganas,North Dumdum,Seshadri Street,473517,Yes,No,Yes,No,Yes,No,No
307,Saira Sharaf,Female,"Lal, Mangat and Chahal",Single,2500,Howrah,Jalna,Shanker Ganj,770502,No,Yes,Yes,No,No,Yes,Yes
357,Saira Kapur,Female,"Chhabra, Kumer and Sahota",Copper,2000,Birbhum,Rajkot,Subramanian Nagar,647731,Yes,Yes,No,Yes,No,Yes,Yes
903,Divij Ghosh,Female,"Acharya, Dube and Ramaswamy",Single,2100,Cooch Behar,Ozhukarai,Savant Path,365723,Yes,No,No,No,Yes,No,No
918,Parinaaz Dhar,Male,"Guha, Dewan and Subramaniam",Double,2500,Purba Medinipur,Hosur,Bora Marg,873982,No,Yes,Yes,Yes,No,Yes,No
626,Zoya Chand,Male,Dutt PLC,Copper,2400,Howrah,Bathinda,Balay Circle,773623,No,No,Yes,Yes,No,Yes,No
394,Miraya Vig,Male,Chada-Sastry,Single,2500,Malda,Ambarnath,Sampath Zila,564116,Yes,No,Yes,Yes,No,Yes,No
429,Dharmajan Virk,Female,Sunder-Chaudry,Single,2100,Kolkata,Tinsukia,Cheema Nagar,686136,No,Yes,No,No,Yes,No,Yes
863,Bhamini Bedi,Male,"Trivedi, Bal and Rau",Copper,2300,Darjeeling,Sikar,Wali Chowk,962197,Yes,Yes,No,Yes,No,Yes,Yes
890,Madhav Kanda,Female,"Agarwal, Venkatesh and Doctor",Double,2500,Dakshin Dinajpur,Morbi,D’Alia Path,378672,Yes,No,Yes,No,No,Yes,Yes
871,Biju Salvi,Male,Thaker Group,Double,2100,Alipurduar,Saharanpur,Hans Path,61382,Yes,Yes,No,No,No,Yes,No
908,Hiran Sarraf,Male,"Sampath, Loyal and Bose",Single,2000,Paschim Bardhaman,Nizamabad,Handa Road,385512,No,Yes,No,No,Yes,No,No
498,Anya Tak,Male,Sharaf Group,Double,2500,Malda,Karaikudi,Loyal Marg,901195,Yes,Yes,No,Yes,Yes,No,Yes
390,Nakul Bera,Male,Dhar Ltd,Double,2100,Dakshin Dinajpur,Coimbatore,Kanda Chowk,114630,No,No,Yes,Yes,Yes,No,Yes
994,Oorja Ghose,Female,Shan Inc,Single,2000,Bankura,Gulbarga,Ratti Circle,872100,Yes,No,Yes,Yes,Yes,No,Yes
529,Veer Sami,Female,"Raju, Kadakia and Chander",Single,2300,Jhargram,Barasat,Agarwal,301903,No,No,Yes,Yes,No,Yes,No
862,Jiya Sridhar,Male,Gupta Inc,Copper,2500,Purba Bardhaman,Pondicherry,Wali Road,169314,Yes,Yes,No,Yes,Yes,No,Yes
709,Samaira Sankaran,Male,Srivastava-Deo,Double,2300,Alipurduar,Salem,Rau,17073,Yes,No,No,Yes,No,Yes,Yes
595,Nakul Loke,Female,Chaudhuri PLC,Double,2000,Darjeeling,Siwan,Dhingra Marg,218452,No,No,Yes,Yes,Yes,No,Yes
773,Ryan Gola,Male,Dixit Ltd,Single,2500,Kalimpong,South Dumdum,Uppal Ganj,267469,Yes,No,No,Yes,No,Yes,No
45,Riya Basak,Male,Sathe and Sons,Copper,2500,Jalpaiguri,Kishanganj,Hari Path,689689,Yes,No,Yes,No,No,Yes,No
935,Aarush Bhardwaj,Male,Wagle Inc,Copper,2500,Murshidabad,Nizamabad,Mammen Zila,576098,Yes,No,Yes,Yes,No,Yes,Yes
205,Nitara Wason,Female,"Srivastava, Sankar and Soman",Double,2400,Kolkata,Jehanabad,Sarkar Zila,196168,Yes,Yes,No,Yes,No,Yes,Yes
111,Kashvi Gera,Female,"Kurian, Ravel and Lala",Double,2200,Howrah,Kharagpur,Varghese Road,818763,No,No,No,Yes,Yes,No,No
492,Madhup Basu,Female,Singh PLC,Single,2500,Bankura,Korba,Kata Street,845907,Yes,Yes,No,Yes,No,Yes,Yes
981,Yuvraj  Raval,Female,"Seshadri, Mani and Khalsa",Double,2000,Murshidabad,Bhiwandi,Raju Nagar,772033,Yes,Yes,No,Yes,No,Yes,Yes
32,Alisha Soman,Male,Banerjee-Dhaliwal,Single,2400,Cooch Behar,Patna,Kala Street,14034,Yes,No,No,No,No,Yes,No
448,Veer Guha,Male,Brar Ltd,Double,2000,Paschim Medinipur,Indore,Devi Ganj,406030,No,No,Yes,Yes,Yes,No,No
220,Dhruv Sama,Female,Rana Group,Double,2000,Birbhum,Bardhaman,Randhawa,292498,Yes,Yes,Yes,Yes,Yes,No,No
616,Diya Kota,Female,"Khalsa, Mani and Brar",Copper,2300,Uttar Dinajpur,Kalyan-Dombivli,Malhotra Path,146320,Yes,Yes,No,No,No,Yes,Yes
306,Vanya Gopal,Male,Banik Ltd,Single,2100,Hooghly,Ambala,Bail Circle,489900,No,Yes,Yes,Yes,No,Yes,No
768,Zaina Varghese,Female,Shan-Sharaf,Double,2500,Paschim Medinipur,Kochi,Ray Path,832997,Yes,No,Yes,Yes,No,Yes,Yes
214,Shamik Bhagat,Female,"Chowdhury, Gala and Venkataraman",Double,2100,Paschim Bardhaman,Davanagere,Shankar Path,409864,No,Yes,Yes,Yes,Yes,No,Yes
200,Elakshi Bahri,Male,"Tailor, Shere and Chaudhary",Single,2400,Nadia,Tezpur,Aurora Path,349455,Yes,No,No,Yes,No,Yes,No
525,Jiya Agate,Female,Rastogi Group,Copper,2300,Bankura,Sambalpur,Dube Nagar,569109,No,No,Yes,Yes,Yes,No,No
319,Anahita Dora,Female,"Chander, Balakrishnan and Sandal",Copper,2100,Hooghly,Agartala,Madan Zila,244629,Yes,Yes,Yes,Yes,Yes,No,Yes
817,Riya Gole,Female,Soman-Sagar,Double,2300,Darjeeling,Siliguri,Tak,555404,Yes,No,Yes,No,Yes,No,No
152,Ryan Sawhney,Male,Bhavsar-Ramanathan,Double,2500,Howrah,Burhanpur,Vora Ganj,694659,Yes,Yes,No,Yes,Yes,No,No
670,Ishaan Randhawa,Female,Dubey and Sons,Single,2100,Malda,Bidar,Johal Nagar,502127,Yes,No,Yes,No,Yes,No,No
206,Miraya Sengupta,Female,Ben Group,Single,2000,Birbhum,Cuttack,Tripathi Marg,342686,Yes,Yes,Yes,No,No,Yes,Yes
649,Kimaya Kumer,Female,Bajwa Ltd,Single,2200,Purba Medinipur,Chinsurah,Dixit Street,643989,No,No,No,Yes,Yes,No,No
483,Jivika Devan,Male,Kohli-Chauhan,Double,2000,Jalpaiguri,Visakhapatnam,Sahni Marg,896584,Yes,Yes,Yes,No,Yes,No,Yes
450,Biju Bains,Female,Sharaf-Acharya,Double,2200,Kolkata,Haridwar,Gopal Path,755814,No,Yes,Yes,No,No,Yes,No
113,Sara Chaudhry,Male,Bera-Mangal,Copper,2300,Alipurduar,Hindupur,Bains Nagar,318399,No,No,No,No,Yes,No,No
20,Nitya Bandi,Male,Bal and Sons,Copper,2000,Birbhum,Siwan,Banerjee,691997,No,No,No,No,Yes,No,Yes
540,Dharmajan Sethi,Male,Sekhon and Sons,Copper,2400,Dakshin Dinajpur,Jalandhar,Wali Path,89222,Yes,No,No,No,No,Yes,Yes
646,Lakshit Raj,Female,Kannan-Borra,Copper,2200,Purulia,Sangli-Miraj & Kupwad,Divan Ganj,515538,No,Yes,Yes,No,No,Yes,Yes
945,Yashvi Ramesh,Female,Agarwal Ltd,Copper,2300,Jhargram,Bikaner,Ramanathan Circle,347259,Yes,No,Yes,Yes,No,Yes,No
844,Faiyaz Atwal,Female,"Dasgupta, Krishnamurthy and Saraf",Copper,2000,South 24 Parganas,Alwar,Goel Nagar,271463,No,No,Yes,No,No,Yes,No
935,Aayush Garde,Male,Kalita Group,Single,2300,Jalpaiguri,North Dumdum,Mani Marg,553347,No,Yes,Yes,No,No,Yes,No
344,Nitya Rajagopalan,Female,Dara-Chada,Single,2300,Alipurduar,Sagar,Amble Zila,374340,Yes,Yes,No,No,No,Yes,Yes
959,Taimur Sachdeva,Male,Kakar-Sarma,Single,2000,Purba Medinipur,Dehradun,Raman Zila,370709,Yes,No,No,Yes,No,Yes,Yes
31,Gatik Gaba,Female,Dube-Sathe,Double,2500,Malda,Begusarai,Varty Marg,891015,No,Yes,No,Yes,Yes,No,No
681,Jayant Johal,Male,Mahajan Inc,Single,2200,Malda,Aizawl,Contractor Zila,7352,No,No,Yes,Yes,Yes,No,No
943,Piya Varughese,Female,Anne-Mahajan,Double,2200,Hooghly,Karimnagar,Master Marg,683561,Yes,Yes,Yes,Yes,No,Yes,No
485,Ehsaan Saran,Female,"Varughese, Dada and Sankaran",Copper,2400,Alipurduar,Ratlam,Kapoor Street,513215,No,Yes,Yes,Yes,Yes,No,No
304,Shayak Dyal,Male,"Ray, Ahluwalia and Saha",Double,2300,Cooch Behar,Berhampur,Samra Zila,902676,No,Yes,No,No,No,Yes,Yes
954,Advik Bose,Female,"Chahal, Bassi and Bumb",Single,2400,Jalpaiguri,Kurnool,Sama Zila,275661,No,Yes,No,Yes,No,Yes,No
689,Onkar Wason,Female,Chowdhury Inc,Double,2000,Jhargram,Mau,Divan Circle,388567,No,No,No,Yes,Yes,No,No
410,Yuvaan Tara,Female,Doctor-Bajaj,Double,2100,Kolkata,Jamshedpur,Dua Street,513149,Yes,No,Yes,No,Yes,No,Yes
364,Vivaan Bhat,Female,Choudhary LLC,Double,2400,Kalimpong,Bhind,Saini Street,210495,No,No,No,No,Yes,No,Yes
820,Emir Kapoor,Male,"Yogi, Upadhyay and Subramanian",Single,2400,Darjeeling,Noida,Thaker Chowk,930407,No,No,No,Yes,Yes,No,Yes
801,Ayesha Ramanathan,Female,Bahri PLC,Single,2100,Purulia,Jaipur,Ganesan Zila,986349,No,No,No,No,Yes,No,Yes
30,Mahika Kulkarni,Male,Sinha PLC,Single,2400,Jalpaiguri,Shimla,Ramesh Circle,869368,Yes,No,No,No,No,Yes,No
98,Aayush Dara,Male,Ravi-Kaul,Single,2200,North 24 Parganas,Mira-Bhayandar,Chad Marg,885758,No,Yes,Yes,Yes,No,Yes,Yes
287,Anvi Sundaram,Male,"Ramaswamy, Karan and Sinha",Double,2000,Purulia,Shivpuri,Setty Ganj,205797,Yes,Yes,Yes,No,No,Yes,No
146,Neelofar Bahl,Female,"Kanda, Balasubramanian and Malhotra",Single,2000,Cooch Behar,Karawal Nagar,Rau Ganj,832955,No,Yes,Yes,No,No,Yes,No
794,Drishya Bera,Male,Suri Inc,Copper,2000,Hooghly,Naihati,Goda Marg,790630,No,No,No,No,No,Yes,Yes
468,Hansh Chaudry,Male,Edwin-Khurana,Single,2200,Nadia,Vijayanagaram,Dhar Circle,596536,Yes,Yes,No,No,No,Yes,No
40,Renee Gour,Female,"Mallick, Yadav and Thaker",Copper,2400,Cooch Behar,Shahjahanpur,Venkatesh Street,726418,Yes,Yes,No,Yes,No,Yes,No
919,Zara Dara,Male,"Gala, Bora and Dewan",Single,2000,Purulia,Rewa,Manda Street,20964,Yes,No,Yes,Yes,No,Yes,No
906,Indrans Bava,Female,Yogi LLC,Copper,2300,Alipurduar,Bahraich,Iyengar Street,317961,No,Yes,No,Yes,No,Yes,No
326,Saksham Keer,Male,Dugar Inc,Copper,2200,North 24 Parganas,Mangalore,Chacko Road,439853,Yes,No,No,No,Yes,No,Yes
78,Ela Sanghvi,Female,"Warrior, Yohannan and Goda",Double,2000,Paschim Medinipur,Delhi,Contractor Path,297689,Yes,Yes,No,No,No,Yes,Yes
306,Tejas Sane,Female,Divan PLC,Double,2100,Howrah,Bhind,Raju Circle,236614,Yes,Yes,No,Yes,No,Yes,Yes
896,Ritvik Rama,Female,Kapur Inc,Copper,2500,Alipurduar,Asansol,Tara Road,458608,No,Yes,Yes,No,No,Yes,No
482,Zain Barad,Female,"Sant, Dua and Sehgal",Double,2100,Purba Medinipur,Agartala,Som Marg,123489,No,No,Yes,Yes,Yes,No,No
810,Indrans Shetty,Male,"Sawhney, Bali and Dave",Copper,2200,Bankura,Kirari Suleman Nagar,Karnik Circle,302828,No,No,No,No,No,Yes,No
18,Sumer Varughese,Female,"Balay, Sabharwal and Dey",Double,2200,Hooghly,Baranagar,Shan Road,448112,Yes,No,Yes,No,No,Yes,No
758,Anahi Barman,Female,"Rajagopal, Kala and Bora",Single,2100,Alipurduar,Agra,Atwal Ganj,934541,No,No,Yes,Yes,No,Yes,No
435,Rania Kamdar,Female,Chana PLC,Single,2100,Jhargram,Vellore,Hegde Zila,234577,No,Yes,Yes,Yes,No,Yes,No
972,Drishya Rao,Male,Ratta PLC,Single,2400,Dakshin Dinajpur,Avadi,Rastogi Marg,61561,Yes,No,Yes,No,Yes,No,No
38,Abram Khalsa,Female,Ahuja Inc,Double,2200,North 24 Parganas,Panvel,Dubey Chowk,677583,No,Yes,Yes,No,Yes,No,Yes
601,Zain Kade,Female,"Sama, Keer and Bhargava",Single,2200,Murshidabad,Avadi,Dube Street,293685,No,Yes,Yes,Yes,No,Yes,Yes
875,Anika Balay,Female,Majumdar-Chandra,Single,2300,Jalpaiguri,Durg,Sahota Path,798889,Yes,No,No,Yes,No,Yes,No
68,Ivan Sahni,Male,Guha Group,Double,2000,Jalpaiguri,Kishanganj,Behl Street,321074,Yes,No,Yes,No,Yes,No,Yes
569,Madhup Mangat,Female,"Rege, Shetty and Sharma",Copper,2100,Darjeeling,Mira-Bhayandar,Hayre Path,511634,Yes,Yes,No,Yes,Yes,No,No
206,Shayak Khare,Male,Kar Ltd,Double,2500,Murshidabad,Navi Mumbai,Master,8985,Yes,No,Yes,No,No,Yes,Yes
502,Kiaan Basak,Female,Kant PLC,Double,2500,North 24 Parganas,Bhalswa Jahangir Pur,Agrawal Path,334685,Yes,No,Yes,No,No,Yes,Yes
321,Neysa Solanki,Female,"Bumb, Borah and Shroff",Copper,2000,Jalpaiguri,Pudukkottai,Johal Zila,235258,Yes,Yes,No,Yes,No,Yes,Yes
877,Nakul Malhotra,Female,"Sankaran, Rana and Vyas",Double,2200,Alipurduar,Allahabad,Choudhry Street,101751,Yes,No,Yes,No,No,Yes,No
852,Eva Agrawal,Male,Shetty-Vyas,Single,2200,Kalimpong,Fatehpur,Sodhi Path,245336,No,No,Yes,Yes,Yes,No,No
523,Ishaan Sundaram,Female,Jani-Verma,Single,2500,Murshidabad,Tadepalligudem,Badal Marg,904019,Yes,Yes,Yes,Yes,No,Yes,Yes
861,Aarav Manne,Female,"Halder, Divan and Bedi",Double,2300,Kalimpong,Hazaribagh,Thaker Road,944762,Yes,No,Yes,Yes,No,Yes,No
581,Tushar Chaudhry,Female,Sampath-Kapur,Double,2100,Darjeeling,Jabalpur,Babu Path,293870,No,Yes,Yes,Yes,Yes,No,No
350,Indrajit Ratta,Female,Vaidya-Mani,Single,2100,North 24 Parganas,Allahabad,Sant Path,746646,No,Yes,Yes,Yes,No,Yes,No
719,Samar Deol,Male,"Mall, D’Alia and Shroff",Double,2500,Bankura,Vijayawada,Karpe Chowk,680052,No,Yes,Yes,Yes,Yes,No,No
